Country,ProvinceName,PostalCode,PostalArea
South Africa,Gauteng,0076,Kromdraai
South Africa,Gauteng,0077,Menlyn central
South Africa,Gauteng,0078,Pretoria
South Africa,Gauteng,0079,Pretoria
South Africa,Gauteng,0080,Pretoria
South Africa,Gauteng,0081,Faerie glen
South Africa,Gauteng,0082,Hercules
South Africa,Gauteng,0083,Hatfield
South Africa,Gauteng,0084,Moot
South Africa,Gauteng,0087,Undetermined
South Africa,Gauteng,0090,Undetermined
South Africa,Gauteng,0094,Undetermined
South Africa,Gauteng,0100,Undetermined
South Africa,Gauteng,0101,Pretoria
South Africa,Gauteng,0102,Menlo park
South Africa,Gauteng,0103,Pretoria
South Africa,Gauteng,0104,Undetermined
South Africa,Gauteng,0105,Pretoria
South Africa,Gauteng,0109,Wierdapark
South Africa,Gauteng,0110,Pretoria
South Africa,Gauteng,0112,Mamelodi
South Africa,Gauteng,0116,Pretoria
South Africa,Gauteng,0117,Pretoria
South Africa,Gauteng,0118,Karenpark
South Africa,Gauteng,0120,Pretoria
South Africa,Gauteng,0121,Pretoria
South Africa,Gauteng,0122,Mahube valley
South Africa,Gauteng,0125,Pretoria
South Africa,Gauteng,0126,Pretoria
South Africa,Gauteng,0127,Pretoria
South Africa,Gauteng,0128,Pretoria
South Africa,Gauteng,0129,Pretoria
South Africa,Gauteng,0132,Pretoria
South Africa,Gauteng,0134,Pretoria
South Africa,Gauteng,0135,Pretoria
South Africa,Gauteng,0137,Pretoria
South Africa,Gauteng,0139,Pretoria
South Africa,Gauteng,0140,Lyttelton
South Africa,Gauteng,0142,Pretoria
South Africa,Gauteng,0143,Pretoria
South Africa,Gauteng,0145,Pretoria
South Africa,Gauteng,0146,Pretoria
South Africa,Gauteng,0148,Pretoria
South Africa,Gauteng,0149,Centurion
South Africa,Gauteng,0150,Magalieskruin
South Africa,Gauteng,0151,Pretoria
South Africa,Gauteng,0152,Pretoria
South Africa,Gauteng,0153,Pretoria
South Africa,Gauteng,0154,Pretoria
South Africa,Gauteng,0155,Pretoria
South Africa,Gauteng,0156,Ninapark
South Africa,Gauteng,0157,Centurion
South Africa,Gauteng,0158,Pretoria
South Africa,Gauteng,0159,Montanapark
South Africa,Gauteng,0160,Denneboom
South Africa,Gauteng,0161,Pretoria
South Africa,Gauteng,0162,Pretoria
South Africa,Gauteng,0163,Centurion
South Africa,Gauteng,0164,Itsoseng
South Africa,Gauteng,0165,Pretoria
South Africa,Gauteng,0166,Pretoria
South Africa,Gauteng,0167,Pretoria
South Africa,Gauteng,0168,Pretoria
South Africa,Gauteng,0169,Highveld
South Africa,Gauteng,0170,Silverton
South Africa,Gauteng,0171,Centurion
South Africa,Gauteng,0172,Centurion
South Africa,Gauteng,0173,Wierdapark
South Africa,Gauteng,0174,Pretoria
South Africa,Gauteng,0175,Olievenhoutbosch
South Africa,Gauteng,0176,Lyttelton south
South Africa,Gauteng,0177,Mamelodi
South Africa,Gauteng,0178,Cornwall hill
South Africa,Gauteng,0179,Pretoria
South Africa,Gauteng,0181,Brooklyn square
South Africa,Gauteng,0182,Boordfontein
South Africa,Gauteng,0183,Philip nel park
South Africa,Gauteng,0184,Equestria
South Africa,Gauteng,0185,Pretoria
South Africa,Gauteng,0186,Doornpoort
South Africa,Gauteng,0187,Olievenhoutbosch
South Africa,Gauteng,0188,Pretoria
South Africa,Gauteng,0189,Brits
South Africa,Gauteng,0190,Mabopane
South Africa,Gauteng,0191,Mabopane
South Africa,Gauteng,0192,Mabopane
South Africa,Gauteng,0193,Mabopane
South Africa,Gauteng,0194,Mabopane
South Africa,Gauteng,0195,Mogwase
South Africa,Gauteng,0196,Morula
South Africa,Gauteng,0197,Mabopane
South Africa,Gauteng,0198,Mabopane
South Africa,Gauteng,0199,Mabopane
South Africa,Gauteng,0200,Pretoria
South Africa,Gauteng,0201,Boordfontein
South Africa,Gauteng,0202,Rustenburg
South Africa,Gauteng,0203,Moiletswane
South Africa,Gauteng,0204,Medunsa
South Africa,Gauteng,0205,Odinburg
South Africa,Gauteng,0206,Kelebogile
South Africa,Gauteng,0207,Mabopane
South Africa,Gauteng,0208,Ga-rankuwa
South Africa,Gauteng,0209,Ga-rankuwa north
South Africa,Gauteng,0210,Brits
South Africa,Gauteng,0211,Mabopane
South Africa,Gauteng,0212,Mabopane
South Africa,Gauteng,0213,Mabopane
South Africa,Gauteng,0214,Mabopane
South Africa,Gauteng,0215,Mabopane
South Africa,North West,0216,Hartbeespoort
South Africa,North West,0217,Brits
South Africa,Gauteng,0218,Mabopane
South Africa,Gauteng,0219,Mabopane
South Africa,North West,0220,Brits
South Africa,Gauteng,0221,Ga-rankuwa
South Africa,North West,0232,Brits
South Africa,North West,0240,Brits
South Africa,North West,0250,Brits
South Africa,North West,0251,Brits
South Africa,North West,0252,Brits
South Africa,North West,0253,Brits
South Africa,North West,0255,Brits
South Africa,North West,0257,Brits
South Africa,North West,0258,Brits
South Africa,North West,0259,Brits
South Africa,North West,0260,Brits
South Africa,North West,0261,Brits
South Africa,North West,0263,Lethabong
South Africa,North West,0264,Brits
South Africa,North West,0265,Brits
South Africa,North West,0266,Rabokala
South Africa,North West,0267,Brits
South Africa,North West,0268,Brits
South Africa,North West,0269,Brits
South Africa,North West,0270,Brits
South Africa,North West,0271,Brits
South Africa,North West,0273,Brits
South Africa,North West,0274,Brits
South Africa,North West,0275,Brits
South Africa,North West,0276,Brits
South Africa,North West,0277,Brits
South Africa,North West,0280,Undetermined
South Africa,North West,0284,Marikana
South Africa,North West,0285,Marikana
South Africa,North West,0286,Marikana
South Africa,North West,0319,Thabazimbi
South Africa,North West,0357,Mafikeng
South Africa,North West,0361,Thabazimbi
South Africa,North West,0363,Thabazimbi
South Africa,North West,0380,Thabazimbi
South Africa,North West,0381,Thabazimbi
South Africa,North West,0382,Thabazimbi
South Africa,North West,0383,Thabazimbi
South Africa,North West,0384,Thabazimbi
South Africa,North West,0385,Thabazimbi
South Africa,Gauteng,0400,Hammanskraal
South Africa,Gauteng,0401,Eersterus
South Africa,Gauteng,0402,Hammanskraal
South Africa,Gauteng,0403,Lefatlheng
South Africa,Gauteng,0404,Hammanskraal
South Africa,Mpumalanga,0405,Rust de winter
South Africa,Limpopo,0406,Warmbaths
South Africa,Gauteng,0407,Hammanskraal
South Africa,Gauteng,0408,Temba
South Africa,Gauteng,0409,Temba
South Africa,Gauteng,0410,Temba
South Africa,Gauteng,0411,Temba
South Africa,Gauteng,0412,Mphe-batho
South Africa,Gauteng,0413,Hammanskraal
South Africa,Gauteng,0414,Hammanskraal
South Africa,Gauteng,0415,Rantebeng
South Africa,Gauteng,0416,Temba
South Africa,Gauteng,0417,Hammanskraal
South Africa,Gauteng,0418,Swartbooistad
South Africa,Gauteng,0419,Temba
South Africa,Limpopo,0420,Warmbaths
South Africa,Gauteng,0421,Carousel view
South Africa,Gauteng,0422,Mogogelo
South Africa,Gauteng,0423,Leboalangwe
South Africa,Gauteng,0424,Dilopye
South Africa,Gauteng,0425,Sekampaneng
South Africa,Gauteng,0426,Hammanskraal
South Africa,Gauteng,0427,Hammanskraal
South Africa,Gauteng,0428,Temba
South Africa,Gauteng,0429,Hammanskraal
South Africa,Gauteng,0430,Settlers
South Africa,Gauteng,0431,Hammanskraal
South Africa,Gauteng,0432,Bamokgoko
South Africa,Limpopo,0433,Nylstroom
South Africa,Gauteng,0434,Hammanskraal
South Africa,Gauteng,0435,Hammanskraal
South Africa,Limpopo,0436,Nylstroom
South Africa,Limpopo,0437,Nylstroom
South Africa,Gauteng,0438,Temba
South Africa,Gauteng,0439,Temba
South Africa,Gauteng,0440,Temba
South Africa,Gauteng,0441,Temba
South Africa,Gauteng,0442,Temba
South Africa,Gauteng,0443,Temba
South Africa,Gauteng,0444,Temba
South Africa,Gauteng,0445,Temba
South Africa,Gauteng,0447,Temba
South Africa,Gauteng,0448,Temba
South Africa,Limpopo,0449,Marble hall
South Africa,Limpopo,0450,Marble hall
South Africa,Limpopo,0451,Marble hall
South Africa,Limpopo,0452,Marble hall
South Africa,Limpopo,0453,Marble hall
South Africa,Limpopo,0454,Marble hall
South Africa,Limpopo,0455,Marble hall
South Africa,Limpopo,0456,Marble hall
South Africa,Mpumalanga,0457,Marble hall
South Africa,Mpumalanga,0458,Marble hall
South Africa,Mpumalanga,0459,Marble hall
South Africa,Mpumalanga,0460,Marble hall
South Africa,Mpumalanga,0461,Undetermined
South Africa,Mpumalanga,0462,Siyabuswa
South Africa,Limpopo,0464,Marble hall
South Africa,Limpopo,0465,Marble hall
South Africa,Limpopo,0466,Marble hall
South Africa,Limpopo,0467,Marble hall
South Africa,Limpopo,0468,Marble hall
South Africa,Mpumalanga,0469,Siyabuswa
South Africa,Mpumalanga,0470,Groblersdal
South Africa,Limpopo,0472,Marble hall
South Africa,Mpumalanga,0473,Groblersdal
South Africa,Mpumalanga,0474,Groblersdal
South Africa,Mpumalanga,0475,Siyabuswa
South Africa,Mpumalanga,0476,Dichoeung
South Africa,Mpumalanga,0477,Groblersdal
South Africa,Limpopo,0478,Marble hall
South Africa,Limpopo,0479,Marble hall
South Africa,Limpopo,0480,Northern provice
South Africa,Limpopo,0481,Belabela
South Africa,Limpopo,0482,Warmbad
South Africa,Limpopo,0483,Warmbaths
South Africa,Limpopo,0484,Marble hall
South Africa,Mpumalanga,0485,Groblersdal
South Africa,Limpopo,0486,Leeupoort
South Africa,North West,0487,Thabazimbi
South Africa,Mpumalanga,0488,Babethu
South Africa,Limpopo,0489,Makekeng
South Africa,Mpumalanga,0490,Groblersdal
South Africa,Mpumalanga,0491,Groblersdal
South Africa,Limpopo,0492,Warmbaths
South Africa,Mpumalanga,0493,Siyabuswa
South Africa,Mpumalanga,0494,Siyabuswa
South Africa,Mpumalanga,0495,Siyabuswa
South Africa,Mpumalanga,0496,Moripe
South Africa,Mpumalanga,0497,Lerome
South Africa,Gauteng,0498,Temba
South Africa,Gauteng,0499,Temba
South Africa,North West,0500,Thabazimbi
South Africa,Gauteng,0501,Temba
South Africa,Gauteng,0502,Temba
South Africa,Gauteng,0503,Temba
South Africa,Gauteng,0504,Temba
South Africa,Gauteng,0505,Temba
South Africa,Gauteng,0506,Temba
South Africa,Gauteng,0507,Temba
South Africa,Gauteng,0508,Temba
South Africa,Limpopo,0510,Nylstroom
South Africa,Limpopo,0512,Nylstroom
South Africa,Limpopo,0513,Nylstroom
South Africa,Limpopo,0514,Nylstroom
South Africa,Limpopo,0515,Nylstroom
South Africa,Limpopo,0516,Nylstroom
South Africa,Limpopo,0517,Nylstroom
South Africa,Limpopo,0530,Vaalwater
South Africa,Limpopo,0537,Vaalwater
South Africa,Limpopo,0539,Nylstroom
South Africa,Limpopo,0541,Potgietersrus
South Africa,Limpopo,0548,Undetermined
South Africa,Limpopo,0560,Mookgophong
South Africa,Limpopo,0561,Naboomspruit
South Africa,Limpopo,0562,Naboomspruit
South Africa,Limpopo,0564,Naboomspruit
South Africa,Limpopo,0580,Naboomspruit
South Africa,Limpopo,0600,Makopane
South Africa,Limpopo,0601,Makopane
South Africa,Limpopo,0602,Potgietersrus
South Africa,Limpopo,0603,Potgietersrus
South Africa,Limpopo,0604,Potgietersrus
South Africa,Limpopo,0605,Potgietersrus
South Africa,Limpopo,0606,Potgietersrus
South Africa,Limpopo,0607,Potgietersrus
South Africa,Limpopo,0608,Potgietersrus
South Africa,Limpopo,0609,Potgietersrus
South Africa,Limpopo,0610,Potgietersrus
South Africa,Limpopo,0611,Potgietersrus
South Africa,Limpopo,0612,Potgietersrus
South Africa,Limpopo,0613,Potgietersrus
South Africa,Limpopo,0615,Potgietersrus
South Africa,Limpopo,0616,Nkwe
South Africa,Limpopo,0617,Potgietersrus
South Africa,Limpopo,0618,Potgietersrus
South Africa,Limpopo,0619,Potgietersrus
South Africa,Limpopo,0620,Potgietersrus
South Africa,Limpopo,0621,Potgietersrus
South Africa,Limpopo,0622,Potgietersrus
South Africa,Limpopo,0623,Potgietersrus
South Africa,Limpopo,0624,Potgietersrus
South Africa,Limpopo,0626,Bochum
South Africa,Limpopo,0628,Groothoek
South Africa,Limpopo,0629,Potgietersrus
South Africa,Limpopo,0630,Potgietersrus
South Africa,Limpopo,0631,Gompies
South Africa,Limpopo,0632,Pietersburg
South Africa,Limpopo,0633,Mokamole
South Africa,Limpopo,0634,Potgietersrus
South Africa,Limpopo,0635,Potgietersrus
South Africa,Limpopo,0636,Potgietersrus
South Africa,Limpopo,0637,Potgietersrus
South Africa,Limpopo,0638,Potgietersrus
South Africa,Limpopo,0639,Rebone
South Africa,Limpopo,0640,Hlogo-ya-nku
South Africa,Limpopo,0641,Babirwa
South Africa,Limpopo,0642,Rebone
South Africa,Limpopo,0643,Potgieterus
South Africa,Limpopo,0644,Potgieterus
South Africa,Limpopo,0645,Potgietersrus
South Africa,Limpopo,0646,Potgieterus
South Africa,Limpopo,0647,Potgieterus
South Africa,Limpopo,0648,Potgietersrus
South Africa,Limpopo,0649,Potgietersrus
South Africa,Limpopo,0650,Potgieterus
South Africa,Limpopo,0651,Potgieterus
South Africa,Limpopo,0652,Potgietersrus
South Africa,Limpopo,0654,Potgietersrus
South Africa,Limpopo,0656,Potgietersrus
South Africa,Limpopo,0657,Potgietersrus
South Africa,Limpopo,0658,Potgietersrus
South Africa,Limpopo,0659,Potgietersrus
South Africa,Limpopo,0690,Potgietersrus
South Africa,Limpopo,0699,Pietersburg
South Africa,Limpopo,0700,Polokwane
South Africa,Limpopo,0701,Pietersburg
South Africa,Limpopo,0702,Pietersburg
South Africa,Limpopo,0703,Pietersburg
South Africa,Limpopo,0704,Pietersburg
South Africa,Limpopo,0705,Pietersburg
South Africa,Limpopo,0706,Pietersburg
South Africa,Limpopo,0707,Pietersburg
South Africa,Limpopo,0708,Pietersburg
South Africa,Limpopo,0710,Pietersburg
South Africa,Limpopo,0711,Pietersburg
South Africa,Limpopo,0712,Pietersburg
South Africa,Limpopo,0713,Pietersburg
South Africa,Limpopo,0714,Pietersburg
South Africa,Limpopo,0715,Dendron
South Africa,Limpopo,0716,Pietersburg
South Africa,Limpopo,0717,Pietersburg
South Africa,Limpopo,0718,Bochum
South Africa,Limpopo,0719,Pietersburg
South Africa,Limpopo,0720,Pietersburg
South Africa,Limpopo,0721,Dikgale
South Africa,Limpopo,0722,Pietersburg
South Africa,Limpopo,0723,Pietersburg
South Africa,Limpopo,0724,Pietersburg
South Africa,Limpopo,0725,Pietersburg
South Africa,Limpopo,0726,Pietersburg
South Africa,Limpopo,0727,Boyne
South Africa,Limpopo,0728,Boyne
South Africa,Limpopo,0729,Lonsdale
South Africa,Limpopo,0730,Pietersburg
South Africa,Limpopo,0731,Pietersburg
South Africa,Limpopo,0732,Mphogodiba
South Africa,Limpopo,0733,Pietersburg
South Africa,Limpopo,0734,Pietersburg
South Africa,Limpopo,0735,Pietersburg
South Africa,Limpopo,0736,Mphahlele
South Africa,Limpopo,0737,Pietersburg
South Africa,Limpopo,0738,Pietersburg
South Africa,Limpopo,0739,Pietersburg
South Africa,Limpopo,0740,Pietersburg
South Africa,Limpopo,0741,Pietersburg
South Africa,Limpopo,0742,Pietersburg
South Africa,Limpopo,0743,Mashashane
South Africa,Limpopo,0744,Pietersburg
South Africa,Limpopo,0745,Chuenespoort
South Africa,Limpopo,0746,Bakone
South Africa,Limpopo,0747,Pietersburg
South Africa,Limpopo,0748,Juno
South Africa,Limpopo,0749,Atok
South Africa,Limpopo,0750,Pietersburg
South Africa,Limpopo,0751,Pietersburg
South Africa,Limpopo,0752,Pietersburg
South Africa,Limpopo,0753,Manyama
South Africa,Limpopo,0754,Pietersburg
South Africa,Limpopo,0755,Pietersburg
South Africa,Limpopo,0756,Pietersburg
South Africa,Limpopo,0757,Bakone
South Africa,Limpopo,0758,Juno
South Africa,Limpopo,0759,Pietersburg
South Africa,Limpopo,0760,Pietersburg
South Africa,Limpopo,0761,Mphahlele
South Africa,Limpopo,0762,Mphahlele
South Africa,Limpopo,0763,Sovenga
South Africa,Limpopo,0764,Boyne
South Africa,Limpopo,0765,Pietersburg
South Africa,Limpopo,0766,Boyne
South Africa,Limpopo,0767,Lonsdale
South Africa,Limpopo,0768,Pietersburg
South Africa,Limpopo,0769,Pietersburg
South Africa,Limpopo,0770,Pietersburg
South Africa,Limpopo,0771,Letsitele
South Africa,Limpopo,0772,Letsitele
South Africa,Limpopo,0773,Pietersburg
South Africa,Limpopo,0774,Pietersburg
South Africa,Limpopo,0775,Pietersburg
South Africa,Limpopo,0776,Pietersburg
South Africa,Limpopo,0777,Makhudu
South Africa,Limpopo,0778,Superbia
South Africa,Limpopo,0779,Superbia
South Africa,Limpopo,0780,Pietersburg
South Africa,Limpopo,0781,Pietersburg
South Africa,Limpopo,0782,Pietersburg
South Africa,Limpopo,0783,Pietersburg
South Africa,Limpopo,0784,Seshego
South Africa,Limpopo,0785,Mphahlele
South Africa,Limpopo,0786,Dendron
South Africa,Limpopo,0787,Pietersburg
South Africa,Limpopo,0788,Superbia
South Africa,Limpopo,0789,Pietersburg
South Africa,Limpopo,0790,Bochum
South Africa,Limpopo,0791,Pietersburg
South Africa,Limpopo,0792,Pietersburg
South Africa,Limpopo,0793,Pietersburg
South Africa,Limpopo,0794,Pietersburg
South Africa,Limpopo,0795,Seshego
South Africa,Limpopo,0796,Pietersburg
South Africa,Limpopo,0797,Pietersburg
South Africa,Limpopo,0798,Pietersburg
South Africa,Limpopo,0799,Pietersburg
South Africa,Limpopo,0800,Pietersburg
South Africa,Limpopo,0801,Pietersburg
South Africa,Limpopo,0802,Pietersburg
South Africa,Limpopo,0803,Garakgoatha
South Africa,Limpopo,0804,Khujwana
South Africa,Limpopo,0805,Pietersburg
South Africa,Limpopo,0806,Pietersburg
South Africa,Limpopo,0807,Bochum
South Africa,Limpopo,0808,Pietersburg
South Africa,Limpopo,0809,Pietersburg
South Africa,Limpopo,0810,Soekmekaar
South Africa,Limpopo,0811,Mokomene
South Africa,Limpopo,0812,Dwars river
South Africa,Limpopo,0813,Pietersburg
South Africa,Limpopo,0814,Pietersburg
South Africa,Limpopo,0815,Duiwelskloof
South Africa,Limpopo,0816,Malamulele
South Africa,Limpopo,0817,Mulima
South Africa,Limpopo,0818,Pietersburg
South Africa,Limpopo,0819,Pietersburg
South Africa,Limpopo,0820,Pietersburg
South Africa,Limpopo,0821,Pietersburg
South Africa,Limpopo,0822,Pietersburg
South Africa,Limpopo,0823,Pietersburg
South Africa,Limpopo,0824,Pietersburg
South Africa,Limpopo,0825,Pietersburg
South Africa,Limpopo,0826,Giyani
South Africa,Limpopo,0827,Giyani
South Africa,Limpopo,0828,Bochum
South Africa,Limpopo,0829,Giyani
South Africa,Limpopo,0830,Shiviti
South Africa,Limpopo,0831,Malamulele
South Africa,Limpopo,0832,Giyani
South Africa,Limpopo,0833,Malamulele
South Africa,Limpopo,0834,Giyani
South Africa,Limpopo,0835,Duiwelskloof
South Africa,Limpopo,0836,Juno
South Africa,Limpopo,0837,Modjadji
South Africa,Limpopo,0838,Gakgapane
South Africa,Limpopo,0839,Giyani
South Africa,Limpopo,0840,Giyani
South Africa,Limpopo,0841,Giyani
South Africa,Limpopo,0842,Giyani
South Africa,Limpopo,0843,Giyani
South Africa,Limpopo,0844,Giyani
South Africa,Limpopo,0845,Juno
South Africa,Limpopo,0846,Giyani
South Africa,Limpopo,0847,Gakgapane
South Africa,Limpopo,0848,Pietersburg
South Africa,Limpopo,0849,Bochum
South Africa,Limpopo,0850,Tzaneen
South Africa,Limpopo,0852,Tzaneen
South Africa,Limpopo,0854,Tzaneen
South Africa,Limpopo,0855,Pietersburg
South Africa,Limpopo,0857,Sundyside
South Africa,Limpopo,0858,Giyani
South Africa,Limpopo,0859,Tzaneen
South Africa,Limpopo,0860,Tzaneen
South Africa,Limpopo,0861,Tzaneen
South Africa,Limpopo,0862,Gakgapane
South Africa,Limpopo,0863,Tzaneen
South Africa,Limpopo,0864,Pietersburg
South Africa,Limpopo,0865,Pietersburg
South Africa,Limpopo,0866,Pietersburg
South Africa,Limpopo,0867,Pietersburg
South Africa,Limpopo,0868,Tzaneen
South Africa,Limpopo,0869,Giyani east
South Africa,Limpopo,0870,Letaba
South Africa,Limpopo,0871,Tzaneen
South Africa,Limpopo,0872,Tzaneen
South Africa,Limpopo,0873,Tzaneen
South Africa,Limpopo,0875,Tzaneen
South Africa,Limpopo,0876,Tzaneen
South Africa,Limpopo,0877,Letaba
South Africa,Limpopo,0878,Letaba
South Africa,Limpopo,0879,Mamatsha
South Africa,Limpopo,0881,Pietersburg
South Africa,Limpopo,0883,Pietersburg
South Africa,Limpopo,0884,Pietersburg
South Africa,Limpopo,0885,Aventura eiland
South Africa,Limpopo,0886,Letsitele
South Africa,Limpopo,0889,Pietersburg
South Africa,Limpopo,0890,Letsitele
South Africa,Limpopo,0891,Trichardtsdal
South Africa,Limpopo,0893,Trichardtsdal
South Africa,Limpopo,0894,Pietersburg
South Africa,Limpopo,0895,Gravelotte
South Africa,Limpopo,0896,Trichardtsdal
South Africa,Limpopo,0897,Gakgapane
South Africa,Limpopo,0898,Pietersburg
South Africa,Limpopo,0899,Pietersburg
South Africa,Limpopo,0900,Messina
South Africa,Limpopo,0901,Louis trichardt
South Africa,Limpopo,0902,Limpopo
South Africa,Limpopo,0903,Pietersburg
South Africa,Limpopo,0904,Nancefield
South Africa,Limpopo,0905,Louis trichardt
South Africa,Limpopo,0906,Sibasa
South Africa,Limpopo,0907,Sibasa
South Africa,Limpopo,0909,Louis trichardt
South Africa,Limpopo,0910,Pietersburg
South Africa,Limpopo,0912,Pietersburg
South Africa,Limpopo,0913,Pietersburg
South Africa,Limpopo,0914,Pietersburg
South Africa,Limpopo,0915,Giyani
South Africa,Limpopo,0916,Juno
South Africa,Limpopo,0917,Louis trichardt
South Africa,Limpopo,0918,Thamagane
South Africa,Limpopo,0919,Ditenteng
South Africa,Limpopo,0920,Elti villas ext 1
South Africa,Limpopo,0921,Louis trichardt
South Africa,Limpopo,0922,Louis trichardt
South Africa,Limpopo,0923,Louis trichardt
South Africa,Limpopo,0924,Louis trichardt
South Africa,Limpopo,0925,Louis trichardt
South Africa,Limpopo,0926,Sibasa
South Africa,Limpopo,0927,Malamulele
South Africa,Limpopo,0928,Malamulele
South Africa,Limpopo,0929,Thohoyandou
South Africa,Limpopo,0930,Giyani
South Africa,Limpopo,0931,Giyani
South Africa,Limpopo,0932,Giyani
South Africa,Limpopo,0933,Giyani
South Africa,Limpopo,0934,Louis trichardt
South Africa,Limpopo,0935,Louis trichardt
South Africa,Limpopo,0937,Louis trichardt
South Africa,Limpopo,0938,Tshilwavhusiku
South Africa,Limpopo,0939,Louis trichardt
South Africa,Limpopo,0940,Louis trichardt
South Africa,Limpopo,0941,Giyani
South Africa,Limpopo,0942,Louis trichardt
South Africa,Limpopo,0943,Louis trichardt
South Africa,Limpopo,0944,Giyani
South Africa,Limpopo,0945,Shayandima
South Africa,Limpopo,0946,Muila
South Africa,Limpopo,0947,Mulenzhe
South Africa,Limpopo,0948,Louis trichardt
South Africa,Limpopo,0949,Louis trichardt
South Africa,Limpopo,0950,Pietersburg
South Africa,Limpopo,0951,Tshakhuma
South Africa,Limpopo,0952,Thohoyandou
South Africa,Limpopo,0953,Malamulele
South Africa,Limpopo,0954,Louis trichardt
South Africa,Limpopo,0955,Dzanani
South Africa,Limpopo,0956,Mutale
South Africa,Limpopo,0957,Louis trichardt
South Africa,Limpopo,0958,Shakadza
South Africa,Limpopo,0959,Thohoyandou
South Africa,Limpopo,0960,Bungeni
South Africa,Limpopo,0961,Ga-raphukula
South Africa,Limpopo,0962,Mamadi
South Africa,Limpopo,0963,Tshitandani
South Africa,Limpopo,0964,Pietersburg
South Africa,Limpopo,0967,Manenzhe
South Africa,Limpopo,0968,Sibasa
South Africa,Limpopo,0969,Sibasa
South Africa,Limpopo,0970,Sibasa
South Africa,Limpopo,0971,Sibasa
South Africa,Limpopo,0972,Sibasa
South Africa,Limpopo,0973,Sibasa
South Africa,Limpopo,0974,Sibasa
South Africa,Limpopo,0975,Sibasa
South Africa,Limpopo,0976,Muthathi
South Africa,Limpopo,0977,Sibasa
South Africa,Limpopo,0978,Mukula
South Africa,Limpopo,0979,Sibasa
South Africa,Limpopo,0980,Sibasa
South Africa,Limpopo,0981,Malamulele
South Africa,Limpopo,0982,Malamulele
South Africa,Limpopo,0983,Giyani
South Africa,Limpopo,0984,Giyani
South Africa,Limpopo,0985,Giyani
South Africa,Limpopo,0986,Giyani
South Africa,Limpopo,0987,Giyani
South Africa,Limpopo,0988,Sibasa
South Africa,Limpopo,0989,Sibasa
South Africa,Limpopo,0990,Sibasa
South Africa,Limpopo,0991,Mudimeli
South Africa,Limpopo,0992,Mungomani
South Africa,Limpopo,0993,Sibasa
South Africa,Limpopo,0994,Sibasa
South Africa,Limpopo,0995,Sibasa
South Africa,Limpopo,0996,Sibasa
South Africa,Limpopo,0997,Malamulele
